,pH(t-1),DO(t-1),NH3-N(t-1),TOC(t-1),AQI(t)(t-1),CO(t)(t-1),CO_24h(t)(t-1),NO2(t)(t-1),NO2_24h(t)(t-1),O3(t)(t-1),O3_8h(t)(t-1),PM10(t)(t-1),PM10_24h(t)(t-1),PM2.5(t)(t-1),PM2.5_24h(t)(t-1),SO2(t)(t-1),SO2_24h(t)(t-1),AQI(t-1)(t-1),CO(t-1)(t-1),CO_24h(t-1)(t-1),NO2(t-1)(t-1),NO2_24h(t-1)(t-1),O3(t-1)(t-1),O3_8h(t-1)(t-1),PM10(t-1)(t-1),PM10_24h(t-1)(t-1),PM2.5(t-1)(t-1),PM2.5_24h(t-1)(t-1),SO2(t-1)(t-1),SO2_24h(t-1)(t-1),AQI(t-2)(t-1),CO(t-2)(t-1),CO_24h(t-2)(t-1),NO2(t-2)(t-1),NO2_24h(t-2)(t-1),O3(t-2)(t-1),O3_8h(t-2)(t-1),PM10(t-2)(t-1),PM10_24h(t-2)(t-1),PM2.5(t-2)(t-1),PM2.5_24h(t-2)(t-1),SO2(t-2)(t-1),SO2_24h(t-2)(t-1),AQI(t-3)(t-1),CO(t-3)(t-1),CO_24h(t-3)(t-1),NO2(t-3)(t-1),NO2_24h(t-3)(t-1),O3(t-3)(t-1),O3_8h(t-3)(t-1),PM10(t-3)(t-1),PM10_24h(t-3)(t-1),PM2.5(t-3)(t-1),PM2.5_24h(t-3)(t-1),SO2(t-3)(t-1),SO2_24h(t-3)(t-1),EVP(t-1),GST_AVE(t-1),PRE(t-1),PRS_AVE(t-1),RHU_AVE(t-1),SSD(t-1),TEM_AVE(t-1),WIN_AVE(t-1),pH(t),DO(t),NH3-N(t),TOC(t)
2017-07-08 08:00:00,6.46,5.94,0.33,0.96,26.0,0.6,0.7,2.0,7.0,30.0,14.0,37.0,39.0,18.0,18.0,18.0,15.0,37.0,0.7,0.7,15.0,8.0,11.0,9.0,37.0,38.0,18.0,18.0,13.0,15.0,37.0,0.7,0.7,27.0,7.0,8.0,8.0,37.0,38.0,18.0,18.0,13.0,15.0,33.0,0.7,0.8,25.0,6.0,8.0,8.0,33.0,37.0,18.0,18.0,13.0,15.0,27.0,248.0,0.0,8819.0,95.0,21.0,226.0,54.0,6.49,6.22,0.32,1.79
2017-07-08 12:00:00,6.49,6.22,0.32,1.79,26.0,0.6,0.7,3.0,8.0,21.0,18.0,22.0,39.0,18.0,18.0,19.0,14.0,26.0,0.6,0.7,3.0,8.0,21.0,18.0,22.0,39.0,18.0,18.0,19.0,14.0,42.0,0.6,0.7,7.0,8.0,10.0,18.0,42.0,39.0,18.0,18.0,17.0,14.0,30.0,0.6,0.7,3.0,7.0,40.0,19.0,30.0,39.0,18.0,18.0,14.0,14.0,27.0,248.0,0.0,8819.0,95.0,21.0,226.0,54.0,6.49,6.22,0.32,1.79
2017-07-08 16:00:00,6.49,6.22,0.32,1.79,45.0,0.6,0.7,7.0,8.0,71.0,42.0,45.0,38.0,19.0,18.0,15.0,14.0,36.0,0.6,0.7,2.0,8.0,60.0,36.0,36.0,38.0,18.0,18.0,16.0,14.0,31.0,0.6,0.6,3.0,8.0,52.0,29.0,31.0,38.0,18.0,18.0,17.0,14.0,26.0,0.5,0.7,3.0,8.0,41.0,23.0,19.0,39.0,18.0,18.0,19.0,14.0,27.0,248.0,0.0,8819.0,95.0,21.0,226.0,54.0,6.49,6.22,0.32,1.79
2017-07-08 20:00:00,6.49,6.22,0.32,1.79,26.0,0.4,0.6,2.0,9.0,69.0,67.0,24.0,36.0,18.0,18.0,14.0,14.0,26.0,0.5,0.6,5.0,9.0,77.0,67.0,24.0,37.0,18.0,18.0,13.0,14.0,39.0,0.4,0.6,8.0,9.0,84.0,59.0,39.0,38.0,19.0,18.0,15.0,14.0,49.0,0.6,0.6,3.0,8.0,83.0,48.0,49.0,38.0,19.0,18.0,14.0,14.0,27.0,248.0,0.0,8819.0,95.0,21.0,226.0,54.0,6.49,6.22,0.32,1.79
2017-07-09 00:00:00,6.49,6.22,0.32,1.79,48.0,0.5,0.6,17.0,10.0,44.0,68.0,48.0,36.0,19.0,18.0,17.0,14.0,52.0,0.5,0.6,12.0,9.0,56.0,71.0,54.0,36.0,19.0,18.0,13.0,14.0,45.0,0.4,0.6,7.0,9.0,63.0,72.0,45.0,35.0,19.0,18.0,14.0,14.0,26.0,0.4,0.6,2.0,9.0,65.0,70.0,25.0,35.0,18.0,18.0,13.0,14.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.49,6.22,0.32,1.79
2017-07-09 04:00:00,6.49,6.22,0.32,1.79,60.0,0.6,0.6,32.0,12.0,16.0,37.0,69.0,39.0,20.0,18.0,22.0,16.0,47.0,0.5,0.6,18.0,11.0,24.0,43.0,47.0,37.0,19.0,18.0,16.0,15.0,42.0,0.6,0.6,37.0,12.0,8.0,50.0,42.0,37.0,19.0,18.0,16.0,15.0,54.0,0.7,0.6,36.0,11.0,18.0,60.0,57.0,37.0,19.0,18.0,18.0,15.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.49,6.22,0.32,1.79
2017-07-09 08:00:00,6.49,6.22,0.32,1.79,26.0,0.3,0.5,2.0,10.0,45.0,46.0,26.0,39.0,18.0,18.0,11.0,15.0,26.0,0.2,0.5,2.0,10.0,51.0,47.0,26.0,39.0,17.0,18.0,10.0,16.0,25.0,0.4,0.5,2.0,10.0,53.0,45.0,41.0,39.0,17.0,18.0,12.0,16.0,41.0,0.6,0.6,6.0,11.0,37.0,37.0,41.0,39.0,19.0,19.0,18.0,16.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.59,6.67,0.33,1.9
2017-07-09 12:00:00,6.59,6.67,0.33,1.9,26.0,0.5,0.5,3.0,9.0,21.0,37.0,25.0,37.0,18.0,18.0,14.0,15.0,31.0,0.4,0.5,4.0,9.0,22.0,40.0,31.0,38.0,18.0,18.0,13.0,15.0,26.0,0.3,0.5,2.0,9.0,34.0,42.0,21.0,37.0,18.0,18.0,12.0,15.0,26.0,0.3,0.5,2.0,9.0,35.0,44.0,19.0,38.0,18.0,18.0,10.0,15.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.61,6.76,0.34,1.9
2017-07-09 16:00:00,6.61,6.76,0.34,1.9,50.0,0.6,0.5,2.0,9.0,32.0,29.0,50.0,37.0,19.0,18.0,11.0,14.0,26.0,0.5,0.5,2.0,9.0,41.0,31.0,25.0,37.0,18.0,18.0,15.0,14.0,34.0,0.7,0.5,3.0,9.0,21.0,32.0,34.0,38.0,18.0,18.0,13.0,14.0,28.0,0.6,0.5,2.0,9.0,27.0,36.0,28.0,38.0,18.0,18.0,15.0,14.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.62,6.75,0.34,1.9
2017-07-09 20:00:00,6.62,6.75,0.34,1.9,37.0,0.5,0.5,52.0,10.0,73.0,48.0,37.0,37.0,18.0,18.0,14.0,14.0,35.0,0.5,0.5,2.0,8.0,67.0,41.0,35.0,36.0,18.0,18.0,14.0,14.0,26.0,0.4,0.5,2.0,8.0,66.0,35.0,26.0,36.0,18.0,18.0,14.0,14.0,27.0,0.5,0.5,2.0,9.0,53.0,31.0,27.0,36.0,18.0,18.0,13.0,14.0,28.0,233.0,0.0,8815.0,100.0,16.0,213.0,64.0,6.63,6.73,0.34,1.94
2017-07-10 00:00:00,6.63,6.73,0.34,1.94,27.0,0.6,0.5,4.0,12.0,60.0,65.0,27.0,37.0,18.0,18.0,14.0,14.0,54.0,0.8,0.5,7.0,12.0,55.0,61.0,57.0,38.0,19.0,18.0,10.0,14.0,51.0,0.6,0.5,3.0,12.0,70.0,60.0,51.0,38.0,19.0,18.0,12.0,14.0,36.0,0.5,0.5,55.0,13.0,74.0,53.0,36.0,37.0,18.0,18.0,13.0,14.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.62,6.54,0.31,1.91
2017-07-10 04:00:00,6.62,6.54,0.31,1.91,50.0,0.4,0.5,2.0,7.0,64.0,65.0,50.0,34.0,19.0,18.0,15.0,13.0,39.0,0.3,0.5,2.0,8.0,73.0,66.0,39.0,34.0,18.0,18.0,17.0,14.0,26.0,0.4,0.5,2.0,9.0,63.0,65.0,20.0,35.0,18.0,18.0,15.0,13.0,33.0,0.5,0.5,2.0,10.0,60.0,66.0,33.0,36.0,19.0,18.0,12.0,14.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.64,6.52,0.33,1.77
2017-07-10 08:00:00,6.64,6.52,0.33,1.77,26.0,0.6,0.5,10.0,8.0,12.0,30.0,22.0,33.0,18.0,18.0,7.0,13.0,28.0,0.5,0.5,9.0,7.0,23.0,37.0,26.0,34.0,19.0,18.0,11.0,13.0,43.0,0.4,0.5,7.0,7.0,31.0,44.0,43.0,34.0,19.0,18.0,11.0,13.0,38.0,0.4,0.5,1.0,7.0,56.0,56.0,38.0,33.0,19.0,18.0,12.0,13.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.63,6.5,0.3,1.91
2017-07-10 12:00:00,6.63,6.5,0.3,1.91,27.0,0.5,0.5,2.0,8.0,84.0,50.0,22.0,35.0,17.0,18.0,9.0,12.0,27.0,0.5,0.5,2.0,8.0,84.0,45.0,22.0,35.0,17.0,18.0,9.0,13.0,27.0,0.5,0.5,2.0,8.0,85.0,39.0,22.0,35.0,17.0,18.0,10.0,13.0,25.0,0.5,0.5,5.0,8.0,26.0,30.0,22.0,34.0,17.0,18.0,10.0,13.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.63,6.46,0.34,1.91
2017-07-10 16:00:00,6.63,6.46,0.34,1.91,27.0,0.7,0.5,1.0,8.0,76.0,75.0,27.0,34.0,18.0,18.0,11.0,12.0,26.0,0.7,0.5,3.0,8.0,83.0,67.0,20.0,35.0,18.0,18.0,12.0,12.0,25.0,0.6,0.5,2.0,8.0,78.0,59.0,22.0,36.0,17.0,18.0,13.0,12.0,26.0,0.6,0.5,2.0,8.0,81.0,53.0,22.0,36.0,17.0,18.0,10.0,12.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.63,6.51,0.31,1.86
2017-07-10 20:00:00,6.63,6.51,0.31,1.86,28.0,0.6,0.5,2.0,5.0,88.0,82.0,24.0,34.0,17.0,18.0,12.0,12.0,30.0,0.6,0.5,2.0,8.0,93.0,81.0,24.0,34.0,17.0,18.0,13.0,12.0,27.0,0.5,0.5,3.0,8.0,86.0,80.0,24.0,34.0,17.0,18.0,9.0,12.0,26.0,0.6,0.5,1.0,8.0,67.0,80.0,24.0,34.0,18.0,18.0,11.0,12.0,28.0,217.0,0.0,8792.0,99.0,0.0,208.0,86.0,6.63,6.47,0.31,1.93
2017-07-11 00:00:00,6.63,6.47,0.31,1.93,50.0,0.9,0.5,7.0,3.0,36.0,73.0,50.0,31.0,19.0,18.0,12.0,11.0,26.0,0.7,0.5,2.0,3.0,64.0,78.0,23.0,29.0,18.0,18.0,10.0,12.0,32.0,0.6,0.5,2.0,3.0,68.0,80.0,32.0,32.0,18.0,18.0,12.0,12.0,26.0,0.6,0.5,2.0,3.0,83.0,82.0,17.0,33.0,17.0,18.0,12.0,12.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.62,6.45,0.32,1.82
2017-07-11 04:00:00,6.62,6.45,0.32,1.82,26.0,0.6,0.6,2.0,3.0,33.0,46.0,26.0,29.0,18.0,18.0,12.0,11.0,26.0,0.7,0.6,2.0,3.0,27.0,53.0,25.0,31.0,18.0,18.0,13.0,11.0,26.0,0.6,0.6,2.0,3.0,31.0,61.0,25.0,32.0,18.0,18.0,12.0,11.0,37.0,0.7,0.6,6.0,3.0,26.0,68.0,37.0,31.0,18.0,18.0,13.0,12.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.6,6.36,0.28,1.92
2017-07-11 08:00:00,6.6,6.36,0.28,1.92,28.0,0.6,0.6,2.0,3.0,17.0,27.0,26.0,27.0,19.0,18.0,13.0,12.0,28.0,0.6,0.6,2.0,3.0,26.0,30.0,22.0,27.0,19.0,18.0,13.0,11.0,28.0,0.6,0.6,3.0,3.0,31.0,32.0,26.0,27.0,19.0,18.0,13.0,11.0,28.0,0.6,0.6,2.0,3.0,34.0,34.0,25.0,28.0,19.0,18.0,13.0,11.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.61,6.36,0.34,1.9
2017-07-11 12:00:00,6.61,6.36,0.34,1.9,41.0,0.7,0.6,15.0,4.0,9.0,18.0,41.0,29.0,19.0,18.0,17.0,12.0,44.0,0.7,0.6,14.0,4.0,3.0,19.0,44.0,28.0,19.0,18.0,15.0,12.0,36.0,0.6,0.6,13.0,3.0,8.0,21.0,36.0,28.0,19.0,18.0,14.0,12.0,28.0,0.6,0.6,5.0,3.0,12.0,24.0,27.0,27.0,19.0,18.0,13.0,12.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.59,6.29,0.23,1.92
2017-07-11 16:00:00,6.59,6.29,0.23,1.92,59.0,0.7,0.6,19.0,7.0,56.0,22.0,68.0,34.0,21.0,19.0,19.0,14.0,53.0,0.7,0.6,27.0,6.0,34.0,17.0,56.0,33.0,20.0,18.0,21.0,13.0,51.0,0.7,0.6,16.0,5.0,33.0,16.0,52.0,31.0,20.0,18.0,19.0,13.0,42.0,0.7,0.6,7.0,4.0,22.0,16.0,42.0,30.0,20.0,18.0,19.0,13.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.57,6.17,0.35,1.82
2017-07-11 20:00:00,6.57,6.17,0.35,1.82,51.0,0.3,0.6,10.0,8.0,104.0,61.0,52.0,37.0,22.0,19.0,15.0,14.0,53.0,0.3,0.6,21.0,8.0,93.0,49.0,56.0,37.0,21.0,19.0,16.0,14.0,40.0,0.3,0.6,10.0,7.0,75.0,38.0,40.0,36.0,20.0,19.0,17.0,14.0,49.0,0.5,0.6,2.0,7.0,69.0,29.0,49.0,36.0,21.0,19.0,14.0,14.0,14.0,206.0,1135.0,8794.0,100.0,0.0,193.0,54.0,6.58,6.27,0.28,1.88
2017-07-12 00:00:00,6.58,6.27,0.28,1.88,67.0,0.7,0.6,6.0,10.0,55.0,76.0,83.0,44.0,28.0,20.0,15.0,15.0,68.0,0.6,0.6,8.0,10.0,75.0,76.0,85.0,42.0,27.0,20.0,16.0,15.0,55.0,0.4,0.6,14.0,10.0,76.0,71.0,59.0,40.0,23.0,20.0,16.0,15.0,46.0,0.4,0.6,28.0,9.0,64.0,66.0,46.0,39.0,23.0,19.0,18.0,15.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.57,6.19,0.36,1.85
2017-07-12 04:00:00,6.57,6.19,0.36,1.85,51.0,0.5,0.6,52.0,15.0,5.0,41.0,52.0,48.0,26.0,22.0,19.0,16.0,48.0,0.5,0.6,33.0,13.0,5.0,54.0,48.0,47.0,26.0,22.0,16.0,15.0,53.0,0.5,0.6,37.0,12.0,11.0,65.0,56.0,46.0,27.0,21.0,13.0,15.0,56.0,0.5,0.6,15.0,10.0,41.0,73.0,62.0,45.0,28.0,21.0,14.0,15.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.57,6.19,0.33,1.82
2017-07-12 08:00:00,6.57,6.19,0.33,1.82,54.0,0.4,0.5,16.0,21.0,11.0,4.0,57.0,54.0,28.0,23.0,20.0,17.0,66.0,0.4,0.5,42.0,20.0,3.0,1.0,82.0,53.0,27.0,23.0,24.0,17.0,61.0,0.5,0.6,46.0,19.0,3.0,2.0,72.0,51.0,25.0,22.0,17.0,16.0,43.0,0.6,0.6,43.0,17.0,3.0,3.0,43.0,49.0,25.0,22.0,18.0,16.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.54,5.96,0.26,1.89
2017-07-12 12:00:00,6.54,5.96,0.26,1.89,70.0,0.6,0.5,33.0,24.0,46.0,9.0,90.0,61.0,33.0,25.0,27.0,18.0,67.0,0.8,0.5,38.0,23.0,2.0,4.0,84.0,59.0,31.0,24.0,20.0,18.0,60.0,0.6,0.5,31.0,22.0,10.0,4.0,69.0,57.0,30.0,24.0,19.0,17.0,55.0,0.5,0.5,20.0,21.0,10.0,5.0,59.0,56.0,28.0,23.0,19.0,17.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.52,5.9,0.28,1.8
2017-07-12 16:00:00,6.52,5.9,0.28,1.8,46.0,0.6,0.5,2.0,24.0,114.0,55.0,44.0,61.0,32.0,27.0,17.0,18.0,46.0,0.7,0.6,9.0,25.0,100.0,42.0,39.0,62.0,32.0,27.0,19.0,19.0,61.0,1.0,0.6,38.0,26.0,91.0,30.0,71.0,63.0,33.0,26.0,25.0,19.0,59.0,0.9,0.5,28.0,25.0,78.0,18.0,68.0,62.0,32.0,26.0,29.0,18.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.5,5.84,0.3,1.78
2017-07-12 20:00:00,6.5,5.84,0.3,1.78,52.0,0.7,0.6,2.0,23.0,118.0,108.0,54.0,61.0,31.0,29.0,13.0,18.0,52.0,0.6,0.6,2.0,23.0,123.0,99.0,54.0,61.0,31.0,28.0,15.0,18.0,47.0,0.5,0.6,2.0,24.0,124.0,84.0,47.0,61.0,31.0,28.0,15.0,18.0,49.0,0.5,0.5,2.0,24.0,116.0,68.0,49.0,61.0,31.0,27.0,16.0,19.0,14.0,229.0,1.0,8836.0,86.0,36.0,223.0,33.0,6.52,5.93,0.25,1.77
2017-07-13 00:00:00,6.52,5.93,0.25,1.77,63.0,0.6,0.6,22.0,22.0,53.0,100.0,76.0,58.0,31.0,30.0,17.0,18.0,45.0,0.5,0.6,4.0,21.0,76.0,107.0,37.0,59.0,31.0,29.0,15.0,18.0,52.0,0.5,0.6,7.0,21.0,88.0,110.0,54.0,61.0,31.0,29.0,14.0,18.0,43.0,0.5,0.6,2.0,22.0,99.0,111.0,32.0,61.0,30.0,29.0,16.0,18.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.51,5.94,0.32,2.78
2017-07-13 04:00:00,6.51,5.94,0.32,2.78,50.0,0.5,0.6,13.0,19.0,36.0,62.0,50.0,60.0,29.0,30.0,17.0,19.0,57.0,0.9,0.6,28.0,21.0,25.0,72.0,64.0,60.0,31.0,30.0,17.0,19.0,54.0,0.7,0.6,3.0,21.0,64.0,84.0,58.0,60.0,33.0,30.0,18.0,19.0,73.0,0.9,0.6,23.0,22.0,53.0,92.0,96.0,60.0,34.0,30.0,19.0,18.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.53,6.04,0.29,2.8
2017-07-13 08:00:00,6.53,6.04,0.29,2.8,55.0,0.7,0.6,25.0,17.0,16.0,32.0,59.0,59.0,28.0,31.0,24.0,18.0,62.0,0.6,0.6,61.0,16.0,64.0,37.0,74.0,59.0,27.0,31.0,17.0,18.0,48.0,0.6,0.6,3.0,16.0,64.0,55.0,48.0,60.0,26.0,31.0,19.0,19.0,50.0,0.6,0.6,7.0,18.0,46.0,46.0,50.0,61.0,27.0,30.0,16.0,18.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.51,6.03,0.31,2.72
2017-07-13 12:00:00,6.51,6.03,0.31,2.72,60.0,0.9,0.7,18.0,16.0,12.0,20.0,70.0,59.0,31.0,30.0,23.0,19.0,60.0,0.7,0.7,32.0,16.0,1.0,21.0,70.0,59.0,30.0,31.0,24.0,19.0,62.0,0.7,0.7,24.0,16.0,5.0,24.0,73.0,60.0,30.0,31.0,24.0,19.0,59.0,0.8,0.7,17.0,17.0,15.0,28.0,68.0,60.0,29.0,31.0,27.0,19.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.56,6.32,0.33,1.95
2017-07-13 16:00:00,6.56,6.32,0.33,1.95,77.0,1.0,0.7,51.0,19.0,74.0,28.0,103.0,65.0,37.0,31.0,26.0,20.0,74.0,1.2,0.7,56.0,17.0,44.0,20.0,97.0,62.0,36.0,31.0,26.0,19.0,70.0,1.2,0.7,31.0,15.0,47.0,15.0,89.0,60.0,32.0,30.0,26.0,19.0,66.0,1.1,0.7,32.0,16.0,23.0,17.0,81.0,59.0,31.0,30.0,28.0,19.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.49,5.95,0.26,2.34
2017-07-13 20:00:00,6.49,5.95,0.26,2.34,68.0,0.6,0.8,22.0,21.0,153.0,93.0,86.0,69.0,36.0,32.0,22.0,21.0,55.0,0.6,0.8,2.0,21.0,150.0,75.0,60.0,67.0,35.0,31.0,22.0,21.0,59.0,0.8,0.8,3.0,21.0,131.0,57.0,68.0,67.0,36.0,31.0,23.0,20.0,68.0,0.9,0.7,27.0,20.0,121.0,41.0,86.0,66.0,37.0,31.0,25.0,20.0,24.0,254.0,0.0,8850.0,78.0,63.0,242.0,39.0,6.63,6.23,0.34,2.2
2017-07-14 00:00:00,6.63,6.23,0.34,2.2,55.0,0.7,0.8,2.0,21.0,106.0,135.0,59.0,73.0,36.0,33.0,16.0,21.0,64.0,0.7,0.8,2.0,22.0,130.0,131.0,77.0,73.0,37.0,32.0,16.0,21.0,71.0,0.7,0.8,2.0,22.0,147.0,120.0,92.0,72.0,38.0,32.0,17.0,21.0,57.0,0.5,0.8,14.0,22.0,142.0,108.0,64.0,70.0,36.0,32.0,16.0,21.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.51,6.18,0.32,2.24
2017-07-14 04:00:00,6.51,6.18,0.32,2.24,62.0,0.7,0.8,34.0,20.0,50.0,102.0,74.0,75.0,36.0,33.0,17.0,21.0,62.0,0.8,0.8,20.0,20.0,64.0,115.0,74.0,74.0,37.0,33.0,18.0,21.0,61.0,0.7,0.8,5.0,20.0,89.0,126.0,72.0,73.0,37.0,33.0,22.0,21.0,73.0,0.8,0.8,2.0,20.0,90.0,131.0,96.0,73.0,38.0,33.0,16.0,21.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.65,6.38,0.36,2.08
2017-07-14 08:00:00,6.65,6.38,0.36,2.08,61.0,0.7,0.8,10.0,24.0,43.0,22.0,72.0,78.0,39.0,35.0,24.0,22.0,67.0,0.9,0.8,59.0,24.0,7.0,15.0,83.0,78.0,38.0,35.0,24.0,22.0,65.0,0.7,0.8,45.0,24.0,18.0,19.0,80.0,77.0,37.0,34.0,27.0,22.0,69.0,0.7,0.8,55.0,22.0,20.0,20.0,87.0,76.0,37.0,34.0,19.0,21.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.64,6.28,0.36,2.04
2017-07-14 12:00:00,6.64,6.28,0.36,2.04,74.0,0.7,0.7,28.0,25.0,31.0,20.0,97.0,82.0,42.0,37.0,30.0,23.0,77.0,0.7,0.8,44.0,24.0,6.0,18.0,104.0,81.0,42.0,37.0,27.0,22.0,69.0,0.7,0.8,40.0,24.0,5.0,20.0,87.0,79.0,40.0,36.0,29.0,22.0,62.0,0.7,0.8,11.0,23.0,28.0,23.0,74.0,79.0,39.0,36.0,25.0,22.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.63,6.22,0.36,2.0
2017-07-14 16:00:00,6.63,6.22,0.36,2.0,55.0,0.5,0.7,13.0,22.0,92.0,49.0,60.0,78.0,37.0,38.0,16.0,22.0,54.0,0.7,0.7,24.0,24.0,112.0,43.0,53.0,80.0,38.0,38.0,23.0,23.0,67.0,0.8,0.7,30.0,25.0,81.0,30.0,83.0,82.0,40.0,38.0,30.0,23.0,71.0,0.7,0.7,44.0,25.0,38.0,22.0,92.0,82.0,41.0,37.0,27.0,22.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.54,6.34,0.39,1.86
2017-07-14 20:00:00,6.54,6.34,0.39,1.86,55.0,0.6,0.6,1.0,20.0,147.0,112.0,59.0,76.0,34.0,38.0,15.0,21.0,49.0,0.6,0.6,2.0,21.0,145.0,98.0,44.0,77.0,34.0,38.0,15.0,21.0,55.0,0.7,0.6,2.0,21.0,150.0,80.0,60.0,78.0,36.0,38.0,15.0,21.0,62.0,0.6,0.6,2.0,21.0,134.0,62.0,74.0,78.0,37.0,38.0,16.0,22.0,20.0,243.0,0.0,8832.0,85.0,17.0,236.0,43.0,6.54,6.27,0.37,1.82
2017-07-15 00:00:00,6.54,6.27,0.37,1.82,83.0,0.8,0.6,2.0,20.0,153.0,149.0,116.0,77.0,40.0,38.0,16.0,21.0,64.0,0.6,0.6,2.0,20.0,155.0,141.0,78.0,75.0,37.0,38.0,17.0,21.0,63.0,0.6,0.6,2.0,20.0,146.0,136.0,76.0,75.0,35.0,38.0,16.0,21.0,57.0,0.6,0.6,2.0,20.0,160.0,128.0,64.0,76.0,34.0,38.0,15.0,21.0,27.0,273.0,0.0,8825.0,82.0,105.0,247.0,49.0,6.64,6.32,0.32,1.93
2017-07-15 04:00:00,6.64,6.32,0.32,1.93,60.0,0.5,0.6,2.0,18.0,85.0,132.0,70.0,75.0,35.0,38.0,23.0,21.0,52.0,0.6,0.6,3.0,19.0,95.0,140.0,47.0,76.0,36.0,38.0,20.0,21.0,55.0,0.8,0.6,3.0,20.0,117.0,146.0,60.0,77.0,37.0,38.0,16.0,21.0,69.0,0.8,0.6,2.0,20.0,143.0,150.0,88.0,77.0,40.0,38.0,17.0,21.0,27.0,273.0,0.0,8825.0,82.0,105.0,247.0,49.0,6.67,6.51,0.36,1.96
2017-07-15 08:00:00,6.67,6.51,0.36,1.96,69.0,0.6,0.6,29.0,12.0,14.0,56.0,87.0,77.0,37.0,37.0,17.0,20.0,71.0,0.5,0.6,2.0,11.0,61.0,70.0,91.0,76.0,36.0,37.0,19.0,20.0,75.0,0.5,0.6,2.0,14.0,67.0,74.0,99.0,76.0,35.0,38.0,19.0,21.0,63.0,0.5,0.6,2.0,16.0,81.0,81.0,76.0,75.0,35.0,38.0,22.0,21.0,27.0,273.0,0.0,8825.0,82.0,105.0,247.0,49.0,6.63,6.54,0.38,1.96
2017-07-15 12:00:00,6.63,6.54,0.38,1.96,50.0,0.4,0.6,4.0,10.0,57.0,42.0,76.0,75.0,35.0,37.0,25.0,20.0,63.0,0.8,0.6,16.0,11.0,28.0,40.0,76.0,76.0,39.0,37.0,23.0,20.0,71.0,0.7,0.6,18.0,13.0,19.0,42.0,92.0,77.0,41.0,37.0,25.0,20.0,65.0,0.6,0.6,40.0,13.0,13.0,47.0,80.0,77.0,40.0,37.0,25.0,20.0,27.0,273.0,0.0,8825.0,82.0,105.0,247.0,49.0,6.59,6.39,0.39,1.69
2017-07-15 16:00:00,6.59,6.39,0.39,1.69,61.0,0.7,0.6,2.0,6.0,126.0,65.0,71.0,73.0,31.0,36.0,19.0,19.0,54.0,0.7,0.6,2.0,7.0,106.0,51.0,57.0,72.0,31.0,36.0,20.0,19.0,51.0,0.7,0.6,2.0,7.0,91.0,46.0,52.0,72.0,31.0,36.0,19.0,19.0,53.0,0.6,0.6,2.0,9.0,83.0,43.0,55.0,73.0,32.0,37.0,22.0,19.0,27.0,273.0,0.0,8825.0,82.0,105.0,247.0,49.0,6.69,6.36,0.37,1.81
