,pH(t-1),DO(t-1),NH3-N(t-1),TOC(t-1),EVP(t-1),GST_AVE(t-1),PRE(t-1),PRS_AVE(t-1),RHU_AVE(t-1),SSD(t-1),TEM_AVE(t-1),WIN_AVE(t-1),pH(t),DO(t),NH3-N(t),TOC(t)
2017/7/10 8:00,7.33,6.94,0.09,1.75,34,280,38,9889,91,44,266,35,7.33,6.99,0.05,2.06
2017/7/10 12:00,7.33,6.99,0.05,2.06,34,280,38,9889,91,44,266,35,7.4,7.05,0.17,1.76
2017/7/10 16:00,7.4,7.05,0.17,1.76,34,280,38,9889,91,44,266,35,7.39,6.8,0.18,1.56
2017/7/10 20:00,7.39,6.8,0.18,1.56,34,280,38,9889,91,44,266,35,7.31,6.72,0.05,1.89
2017/7/11 0:00,7.31,6.72,0.05,1.89,27,274,0,9878,92,0,265,28,7.27,6.98,0.13,1.83
2017/7/11 4:00,7.27,6.98,0.13,1.83,27,274,0,9878,92,0,265,28,7.25,7.38,0.08,1.91
2017/7/11 8:00,7.25,7.38,0.08,1.91,27,274,0,9878,92,0,265,28,7.22,7.45,0.11,1.78
2017/7/11 12:00,7.22,7.45,0.11,1.78,27,274,0,9878,92,0,265,28,7.24,7.18,0.09,1.98
2017/7/11 16:00,7.24,7.18,0.09,1.98,27,274,0,9878,92,0,265,28,7.23,7.05,0.05,2.22
2017/7/11 20:00,7.23,7.05,0.05,2.22,27,274,0,9878,92,0,265,28,7.19,7.3,0.1,2.21
2017/7/12 0:00,7.19,7.3,0.1,2.21,22,282,191,9900,91,41,263,21,7.13,7.04,0.11,2.22
2017/7/12 4:00,7.13,7.04,0.11,2.22,22,282,191,9900,91,41,263,21,7.12,7.25,0.09,2.44
2017/7/12 8:00,7.12,7.25,0.09,2.44,22,282,191,9900,91,41,263,21,7.1,7.14,0.1,2.32
2017/7/12 12:00,7.1,7.14,0.1,2.32,22,282,191,9900,91,41,263,21,7.15,7.21,0.11,2.66
2017/7/12 16:00,7.15,7.21,0.11,2.66,22,282,191,9900,91,41,263,21,7.18,7.12,0.09,2.75
2017/7/12 20:00,7.18,7.12,0.09,2.75,22,282,191,9900,91,41,263,21,7.13,7.08,0.1,3.18
2017/7/13 0:00,7.13,7.08,0.1,3.18,24,288,337,9923,92,73,260,18,7.08,7.02,0.12,3.1
2017/7/13 4:00,7.08,7.02,0.12,3.1,24,288,337,9923,92,73,260,18,7.11,7.08,0.08,3.47
2017/7/13 8:00,7.11,7.08,0.08,3.47,24,288,337,9923,92,73,260,18,7.11,7.19,0.14,4.05
2017/7/13 12:00,7.11,7.19,0.14,4.05,24,288,337,9923,92,73,260,18,7.16,7.25,0.21,3.73
2017/7/13 16:00,7.16,7.25,0.21,3.73,24,288,337,9923,92,73,260,18,7.24,7.16,0.13,3.27
2017/7/13 20:00,7.24,7.16,0.13,3.27,24,288,337,9923,92,73,260,18,7.17,7.06,0.1,3.86
2017/7/14 0:00,7.17,7.06,0.1,3.86,27,295,286,9907,90,79,269,28,7.1,6.97,0.14,3.99
2017/7/14 4:00,7.1,6.97,0.14,3.99,27,295,286,9907,90,79,269,28,7.03,6.9,0.19,4.16
2017/7/14 8:00,7.03,6.9,0.19,4.16,27,295,286,9907,90,79,269,28,7,6.84,0.09,4.08
2017/7/14 12:00,7,6.84,0.09,4.08,27,295,286,9907,90,79,269,28,7.07,6.98,0.15,4.01
2017/7/14 16:00,7.07,6.98,0.15,4.01,27,295,286,9907,90,79,269,28,7.16,7.05,0.1,4.69
2017/7/14 20:00,7.16,7.05,0.1,4.69,27,295,286,9907,90,79,269,28,7.04,7.01,0.1,4.29
2017/7/15 0:00,7.04,7.01,0.1,4.29,23,281,16,9893,91,68,267,18,6.92,6.91,0.09,4.53
2017/7/15 4:00,6.92,6.91,0.09,4.53,23,281,16,9893,91,68,267,18,6.9,6.81,0.2,4.71
2017/7/15 8:00,6.9,6.81,0.2,4.71,23,281,16,9893,91,68,267,18,6.89,6.9,0.11,4.14
2017/7/15 12:00,6.89,6.9,0.11,4.14,23,281,16,9893,91,68,267,18,6.94,7.06,0.11,3.75
2017/7/15 16:00,6.94,7.06,0.11,3.75,23,281,16,9893,91,68,267,18,7.06,7.16,0.12,3.63
2017/7/15 20:00,7.06,7.16,0.12,3.63,23,281,16,9893,91,68,267,18,7.04,7.14,0.12,3.89
2017/7/16 0:00,7.04,7.14,0.12,3.89,42,291,0,9887,82,112,282,36,6.98,7.08,0.12,2.83
2017/7/16 4:00,6.98,7.08,0.12,2.83,42,291,0,9887,82,112,282,36,6.97,7.06,0.16,3.09
2017/7/16 8:00,6.97,7.06,0.16,3.09,42,291,0,9887,82,112,282,36,6.93,7.08,0.13,2.6
2017/7/16 12:00,6.93,7.08,0.13,2.6,42,291,0,9887,82,112,282,36,7.07,7.35,0.13,2.61
2017/7/16 16:00,7.07,7.35,0.13,2.61,42,291,0,9887,82,112,282,36,7.12,7.29,0.16,2.22
2017/7/16 20:00,7.12,7.29,0.16,2.22,42,291,0,9887,82,112,282,36,7.07,7.33,0.14,2.11
2017/7/17 0:00,7.07,7.33,0.14,2.11,37,271,4,9885,89,30,268,25,7.02,7.57,0.14,1.96
2017/7/17 4:00,7.02,7.57,0.14,1.96,37,271,4,9885,89,30,268,25,7.04,7.87,0.15,1.91
2017/7/17 8:00,7.04,7.87,0.15,1.91,37,271,4,9885,89,30,268,25,7.02,7.63,0.14,1.97
2017/7/17 12:00,7.02,7.63,0.14,1.97,37,271,4,9885,89,30,268,25,7.14,7.27,0.23,1.83
2017/7/17 16:00,7.14,7.27,0.23,1.83,37,271,4,9885,89,30,268,25,7.22,7.12,0.3,2.2
2017/7/17 20:00,7.22,7.12,0.3,2.2,37,271,4,9885,89,30,268,25,7.1,7.03,0.32,1.75
2017/7/18 0:00,7.1,7.03,0.32,1.75,35,283,396,9897,87,26,269,30,7,7.11,0.36,1.45
2017/7/18 4:00,7,7.11,0.36,1.45,35,283,396,9897,87,26,269,30,7.02,7.25,0.44,1.59
2017/7/18 8:00,7.02,7.25,0.44,1.59,35,283,396,9897,87,26,269,30,7.01,7.39,0.45,1.67
2017/7/18 12:00,7.01,7.39,0.45,1.67,35,283,396,9897,87,26,269,30,7.12,7.46,0.03,1.71
2017/7/18 16:00,7.12,7.46,0.03,1.71,35,283,396,9897,87,26,269,30,7.25,7.43,0.13,1.7
2017/7/18 20:00,7.25,7.43,0.13,1.7,35,283,396,9897,87,26,269,30,7.13,7.55,0.14,1.72
2017/7/19 0:00,7.13,7.55,0.14,1.72,19,279,121,9909,98,37,258,23,7.02,7.74,0.14,1.41
2017/7/19 4:00,7.02,7.74,0.14,1.41,19,279,121,9909,98,37,258,23,7.15,7.76,0.13,1.5
2017/7/19 8:00,7.15,7.76,0.13,1.5,19,279,121,9909,98,37,258,23,7.04,7.6,0.14,1.44
2017/7/19 12:00,7.04,7.6,0.14,1.44,19,279,121,9909,98,37,258,23,7.14,7.74,0.13,1.4
2017/7/19 16:00,7.14,7.74,0.13,1.4,19,279,121,9909,98,37,258,23,7.34,7.74,0.14,1.52
2017/7/19 20:00,7.34,7.74,0.14,1.52,19,279,121,9909,98,37,258,23,7.16,7.59,0.14,1.38
2017/7/20 0:00,7.16,7.59,0.14,1.38,31,278,11,9897,91,38,263,27,6.97,7.48,0.13,1.28
2017/7/20 4:00,6.97,7.48,0.13,1.28,31,278,11,9897,91,38,263,27,7.02,7.64,0.14,1.94
2017/7/20 8:00,7.02,7.64,0.14,1.94,31,278,11,9897,91,38,263,27,7.05,7.72,0.14,1.16
2017/7/20 12:00,7.05,7.72,0.14,1.16,31,278,11,9897,91,38,263,27,7.05,7.7,0.13,1.44
2017/7/20 16:00,7.05,7.7,0.13,1.44,31,278,11,9897,91,38,263,27,7.12,7.51,0.13,1.24
2017/7/20 20:00,7.12,7.51,0.13,1.24,31,278,11,9897,91,38,263,27,7.08,7.32,0.14,1.18
2017/7/21 0:00,7.08,7.32,0.14,1.18,28,273,24,9896,93,0,260,20,7.03,7.26,0.15,1.42
2017/7/21 4:00,7.03,7.26,0.15,1.42,28,273,24,9896,93,0,260,20,7.07,7.35,0.14,1.36
2017/7/21 8:00,7.07,7.35,0.14,1.36,28,273,24,9896,93,0,260,20,7.03,7.56,0.14,1.24
2017/7/21 12:00,7.03,7.56,0.14,1.24,28,273,24,9896,93,0,260,20,7.07,7.63,0.14,1.5
2017/7/21 16:00,7.07,7.63,0.14,1.5,28,273,24,9896,93,0,260,20,7.16,7.5,0.13,1.53
2017/7/21 20:00,7.16,7.5,0.13,1.53,28,273,24,9896,93,0,260,20,7.11,7.34,0.14,1.5
2017/7/22 0:00,7.11,7.34,0.14,1.5,29,291,4,9914,91,36,270,24,7.07,7.34,0.14,1.33
2017/7/22 4:00,7.07,7.34,0.14,1.33,29,291,4,9914,91,36,270,24,7.07,7.49,0.13,1.38
2017/7/22 8:00,7.07,7.49,0.13,1.38,29,291,4,9914,91,36,270,24,7.01,7.35,0.14,1.35
2017/7/22 12:00,7.01,7.35,0.14,1.35,29,291,4,9914,91,36,270,24,7.04,7.21,0.14,1.02
2017/7/22 16:00,7.04,7.21,0.14,1.02,29,291,4,9914,91,36,270,24,7.07,7.36,0.13,1.35
2017/7/22 20:00,7.07,7.36,0.13,1.35,29,291,4,9914,91,36,270,24,7.06,7.3,0.13,1.32
2017/7/23 0:00,7.06,7.3,0.13,1.32,30,304,0,9919,82,72,284,17,6.98,7.22,0.13,1.52
2017/7/23 4:00,6.98,7.22,0.13,1.52,30,304,0,9919,82,72,284,17,6.97,7.2,0.14,1.48
2017/7/23 8:00,6.97,7.2,0.14,1.48,30,304,0,9919,82,72,284,17,6.95,7.25,0.14,1.45
2017/7/23 12:00,6.95,7.25,0.14,1.45,30,304,0,9919,82,72,284,17,7.05,7.45,0.14,1.45
2017/7/23 16:00,7.05,7.45,0.14,1.45,30,304,0,9919,82,72,284,17,7.25,7.36,0.13,1.67
2017/7/23 20:00,7.25,7.36,0.13,1.67,30,304,0,9919,82,72,284,17,7.25,7.31,0.14,1.16
2017/7/24 0:00,7.25,7.31,0.14,1.16,38,296,0,9887,76,105,296,19,7.16,7.14,0.13,1.2
2017/7/24 4:00,7.16,7.14,0.13,1.2,38,296,0,9887,76,105,296,19,7.13,7.11,0.13,1.35
2017/7/24 8:00,7.13,7.11,0.13,1.35,38,296,0,9887,76,105,296,19,7.07,7.2,0.13,1.36
2017/7/24 12:00,7.07,7.2,0.13,1.36,38,296,0,9887,76,105,296,19,7.1,7.35,0.13,1.21
2017/7/24 16:00,7.1,7.35,0.13,1.21,38,296,0,9887,76,105,296,19,7.21,7.43,0.13,1.46
2017/7/24 20:00,7.21,7.43,0.13,1.46,38,296,0,9887,76,105,296,19,7.15,7.36,0.12,1.26
2017/7/25 0:00,7.15,7.36,0.12,1.26,43,290,52,9874,84,37,280,35,7.04,7.2,0.12,1.01
2017/7/25 4:00,7.04,7.2,0.12,1.01,43,290,52,9874,84,37,280,35,6.95,7.15,0.15,1.01
2017/7/25 8:00,6.95,7.15,0.15,1.01,43,290,52,9874,84,37,280,35,6.95,7.15,0.15,1.01
2017/7/25 12:00,6.95,7.15,0.15,1.01,43,290,52,9874,84,37,280,35,7.6,7.58,0.1,0.96
2017/7/25 16:00,7.6,7.58,0.1,0.96,43,290,52,9874,84,37,280,35,7.25,7.36,0.11,0.96
2017/7/25 20:00,7.25,7.36,0.11,0.96,43,290,52,9874,84,37,280,35,7.74,7.3,0.11,0.62
2017/7/26 0:00,7.74,7.3,0.11,0.62,45,321,0,9871,80,90,286,24,7.71,7.08,0.11,1.06
2017/7/26 4:00,7.71,7.08,0.11,1.06,45,321,0,9871,80,90,286,24,7.69,7.03,0.11,1.96
2017/7/26 8:00,7.69,7.03,0.11,1.96,45,321,0,9871,80,90,286,24,7.67,7.04,0.09,1.16
2017/7/26 12:00,7.67,7.04,0.09,1.16,45,321,0,9871,80,90,286,24,7.76,7.19,0.11,0.83
2017/7/26 16:00,7.76,7.19,0.11,0.83,45,321,0,9871,80,90,286,24,7.83,7.28,0.11,1.04
2017/7/26 20:00,7.83,7.28,0.11,1.04,45,321,0,9871,80,90,286,24,7.8,7.14,0.11,0.89
2017/7/27 0:00,7.8,7.14,0.11,0.89,43,340,0,9868,72,108,305,14,7.75,7.05,0.11,1.21
2017/7/27 4:00,7.75,7.05,0.11,1.21,43,340,0,9868,72,108,305,14,7.71,6.96,0.11,0.53
2017/7/27 8:00,7.71,6.96,0.11,0.53,43,340,0,9868,72,108,305,14,7.71,6.96,0.11,0.53
2017/7/27 12:00,7.71,6.96,0.11,0.53,43,340,0,9868,72,108,305,14,7.2,7.47,0.13,1.01
2017/7/27 16:00,7.2,7.47,0.13,1.01,43,340,0,9868,72,108,305,14,7.67,7.28,0.11,1.38
2017/7/27 20:00,7.67,7.28,0.11,1.38,43,340,0,9868,72,108,305,14,7.72,7.04,0.1,1.43
2017/7/28 0:00,7.72,7.04,0.1,1.43,48,322,0,9860,79,108,290,22,7.65,6.79,0.11,1.3
2017/7/28 4:00,7.65,6.79,0.11,1.3,48,322,0,9860,79,108,290,22,7.58,6.67,0.12,1.64
2017/7/28 8:00,7.58,6.67,0.12,1.64,48,322,0,9860,79,108,290,22,7.51,6.84,0.12,1.43
2017/7/28 12:00,7.51,6.84,0.12,1.43,48,322,0,9860,79,108,290,22,7.63,7.14,0.12,2.17
2017/7/28 16:00,7.63,7.14,0.12,2.17,48,322,0,9860,79,108,290,22,7.75,7.14,0.12,1.66
2017/7/28 20:00,7.75,7.14,0.12,1.66,48,322,0,9860,79,108,290,22,7.75,7.14,0.12,1.66
2017/7/29 0:00,7.75,7.14,0.12,1.66,47,310,79,9874,78,87,291,10,7.75,7.14,0.12,1.66
2017/7/29 4:00,7.75,7.14,0.12,1.66,47,310,79,9874,78,87,291,10,7.75,7.14,0.12,1.66
2017/7/29 8:00,7.75,7.14,0.12,1.66,47,310,79,9874,78,87,291,10,7.51,6.93,0.12,1.69
2017/7/29 12:00,7.51,6.93,0.12,1.69,47,310,79,9874,78,87,291,10,7.79,7.1,0.12,1.77
2017/7/29 16:00,7.79,7.1,0.12,1.77,47,310,79,9874,78,87,291,10,7.88,7.13,0.11,1.41
2017/7/29 20:00,7.88,7.13,0.11,1.41,47,310,79,9874,78,87,291,10,7.77,6.9,0.11,1.07
2017/7/30 0:00,7.77,6.9,0.11,1.07,42,344,0,9853,76,89,306,17,7.68,6.78,0.11,1.96
2017/7/30 4:00,7.68,6.78,0.11,1.96,42,344,0,9853,76,89,306,17,7.65,6.7,0.11,2.6
2017/7/30 8:00,7.65,6.7,0.11,2.6,42,344,0,9853,76,89,306,17,7.66,6.69,0.14,1.02
2017/7/30 12:00,7.66,6.69,0.14,1.02,42,344,0,9853,76,89,306,17,7.83,6.81,0.16,1.04
2017/7/30 16:00,7.83,6.81,0.16,1.04,42,344,0,9853,76,89,306,17,7.89,6.66,0.14,1.64
2017/7/30 20:00,7.89,6.66,0.14,1.64,42,344,0,9853,76,89,306,17,7.79,6.44,0.15,1.09
2017/7/31 0:00,7.79,6.44,0.15,1.09,39,344,0,9818,75,86,314,18,7.71,6.49,0.14,1.11
2017/7/31 4:00,7.71,6.49,0.14,1.11,39,344,0,9818,75,86,314,18,7.67,6.46,0.14,1.1
2017/7/31 8:00,7.67,6.46,0.14,1.1,39,344,0,9818,75,86,314,18,7.67,6.52,0.15,1.11
2017/7/31 12:00,7.67,6.52,0.15,1.11,39,344,0,9818,75,86,314,18,7.51,6.7,0.14,1.33
2017/7/31 16:00,7.51,6.7,0.14,1.33,39,344,0,9818,75,86,314,18,7.67,6.53,0.13,0.98
2017/7/31 20:00,7.67,6.53,0.13,0.98,39,344,0,9818,75,86,314,18,7.61,6.33,0.12,1.39
2017/8/1 0:00,7.61,6.33,0.12,1.39,50,350,1,9819,85,66,297,20,7.56,6.22,0.14,0.92
2017/8/1 4:00,7.56,6.22,0.14,0.92,50,350,1,9819,85,66,297,20,7.52,6.26,0.17,2
2017/8/1 8:00,7.52,6.26,0.17,2,50,350,1,9819,85,66,297,20,7.44,6.49,0.15,0.95
2017/8/1 12:00,7.44,6.49,0.15,0.95,50,350,1,9819,85,66,297,20,7.56,6.7,0.16,0.87
2017/8/1 16:00,7.56,6.7,0.16,0.87,50,350,1,9819,85,66,297,20,7.65,6.64,0.16,1.62
2017/8/1 20:00,7.65,6.64,0.16,1.62,50,350,1,9819,85,66,297,20,7.42,6.49,0.17,1.62
2017/8/2 0:00,7.42,6.49,0.17,1.62,50,350,1,9834,81,91,287,17,7.42,6.47,0.16,1.15
2017/8/2 4:00,7.42,6.47,0.16,1.15,50,350,1,9834,81,91,287,17,7.5,6.29,0.16,0.87
2017/8/2 8:00,7.5,6.29,0.16,0.87,50,350,1,9834,81,91,287,17,7.52,6.42,0.16,1.43
2017/8/2 12:00,7.52,6.42,0.16,1.43,50,350,1,9834,81,91,287,17,7.67,6.67,0.17,0.89
2017/8/2 16:00,7.67,6.67,0.17,0.89,50,350,1,9834,81,91,287,17,7.79,6.75,0.15,1.08
2017/8/2 20:00,7.79,6.75,0.15,1.08,50,350,1,9834,81,91,287,17,7.7,6.77,0.15,1.19
2017/8/3 0:00,7.7,6.77,0.15,1.19,45,340,0,9831,88,47,287,27,7.58,6.68,0.15,1.33
2017/8/3 4:00,7.58,6.68,0.15,1.33,45,340,0,9831,88,47,287,27,7.5,6.61,0.15,0.96
2017/8/3 8:00,7.5,6.61,0.15,0.96,45,340,0,9831,88,47,287,27,7.36,6.68,0.15,0.88
2017/8/3 12:00,7.36,6.68,0.15,0.88,45,340,0,9831,88,47,287,27,7.43,6.86,0.14,1.08
2017/8/3 16:00,7.43,6.86,0.14,1.08,45,340,0,9831,88,47,287,27,7.7,7.06,0.16,0.83
2017/8/3 20:00,7.7,7.06,0.16,0.83,45,340,0,9831,88,47,287,27,7.6,6.95,0.15,1.72
2017/8/4 0:00,7.6,6.95,0.15,1.72,27,282,272,9822,94,6,268,17,7.42,6.87,0.15,1.72
2017/8/4 4:00,7.42,6.87,0.15,1.72,27,282,272,9822,94,6,268,17,7.37,6.83,0.18,1.72
2017/8/4 8:00,7.37,6.83,0.18,1.72,27,282,272,9822,94,6,268,17,7.31,6.65,0.17,1.11
2017/8/4 12:00,7.31,6.65,0.17,1.11,27,282,272,9822,94,6,268,17,7.72,7.28,0.18,1
2017/8/4 16:00,7.72,7.28,0.18,1,27,282,272,9822,94,6,268,17,7.68,7.15,0.16,0.78
2017/8/4 20:00,7.68,7.15,0.16,0.78,27,282,272,9822,94,6,268,17,7.56,6.94,0.14,1.05
2017/8/5 0:00,7.56,6.94,0.14,1.05,26,281,9,9825,93,25,266,28,7.46,6.74,0.18,0.66
2017/8/5 4:00,7.46,6.74,0.18,0.66,26,281,9,9825,93,25,266,28,7.46,6.69,0.16,1.12
2017/8/5 8:00,7.46,6.69,0.16,1.12,26,281,9,9825,93,25,266,28,7.42,6.51,0.14,0.9
2017/8/5 12:00,7.42,6.51,0.14,0.9,26,281,9,9825,93,25,266,28,7.33,6.66,0.17,0.9
2017/8/5 16:00,7.33,6.66,0.17,0.9,26,281,9,9825,93,25,266,28,7.36,6.82,0.19,0.99
2017/8/5 20:00,7.36,6.82,0.19,0.99,26,281,9,9825,93,25,266,28,7.32,6.82,0.17,2.44
2017/8/6 0:00,7.32,6.82,0.17,2.44,24,286,57,9861,92,52,273,21,7.24,6.68,0.15,1.32
2017/8/6 4:00,7.24,6.68,0.15,1.32,24,286,57,9861,92,52,273,21,7.2,6.5,0.17,0.82
2017/8/6 8:00,7.2,6.5,0.17,0.82,24,286,57,9861,92,52,273,21,7.18,6.36,0.15,0.91
2017/8/6 12:00,7.18,6.36,0.15,0.91,24,286,57,9861,92,52,273,21,7.24,6.45,0.16,0.9
2017/8/6 16:00,7.24,6.45,0.16,0.9,24,286,57,9861,92,52,273,21,7.33,6.5,0.16,0.99
2017/8/6 20:00,7.33,6.5,0.16,0.99,24,286,57,9861,92,52,273,21,7.38,6.53,0.16,1.23
2017/8/7 0:00,7.38,6.53,0.16,1.23,35,298,109,9885,86,71,288,18,7.33,6.35,0.18,1.09
2017/8/7 4:00,7.33,6.35,0.18,1.09,35,298,109,9885,86,71,288,18,7.31,6.42,0.16,1.25
2017/8/7 8:00,7.31,6.42,0.16,1.25,35,298,109,9885,86,71,288,18,7.29,6.46,0.17,1
2017/8/7 12:00,7.29,6.46,0.17,1,35,298,109,9885,86,71,288,18,8.28,6.68,0.16,1.04
2017/8/7 16:00,8.28,6.68,0.16,1.04,35,298,109,9885,86,71,288,18,7.82,6.67,0.17,1.99
2017/8/7 20:00,7.82,6.67,0.17,1.99,35,298,109,9885,86,71,288,18,7.82,6.67,0.17,1.99
2017/8/8 0:00,7.82,6.67,0.17,1.99,53,298,0,9878,82,122,295,26,7.82,6.67,0.17,1.99
2017/8/8 4:00,7.82,6.67,0.17,1.99,53,298,0,9878,82,122,295,26,7.82,6.67,0.17,1.99
2017/8/8 8:00,7.82,6.67,0.17,1.99,53,298,0,9878,82,122,295,26,7.79,6.42,0.14,1.22
2017/8/8 12:00,7.79,6.42,0.14,1.22,53,298,0,9878,82,122,295,26,7.92,6.79,0.15,1.17
2017/8/8 16:00,7.92,6.79,0.15,1.17,53,298,0,9878,82,122,295,26,7.94,6.82,0.17,1.25
2017/8/8 20:00,7.94,6.82,0.17,1.25,53,298,0,9878,82,122,295,26,7.86,6.58,0.17,1.45
2017/8/9 0:00,7.86,6.58,0.17,1.45,58,311,0,9868,81,84,297,29,7.81,6.43,0.19,1.19
2017/8/9 4:00,7.81,6.43,0.19,1.19,58,311,0,9868,81,84,297,29,7.79,6.46,0.18,1.05
2017/8/9 8:00,7.79,6.46,0.18,1.05,58,311,0,9868,81,84,297,29,7.81,6.53,0.18,3.09
2017/8/9 12:00,7.81,6.53,0.18,3.09,58,311,0,9868,81,84,297,29,7.89,6.84,0.17,0.92
2017/8/9 16:00,7.89,6.84,0.17,0.92,58,311,0,9868,81,84,297,29,7.89,6.77,0.14,1.55
2017/8/9 20:00,7.89,6.77,0.14,1.55,58,311,0,9868,81,84,297,29,7.76,6.51,0.2,1.06
2017/8/10 0:00,7.76,6.51,0.2,1.06,32,303,63,9865,88,53,283,16,7.7,6.39,0.14,2.52
2017/8/10 4:00,7.7,6.39,0.14,2.52,32,303,63,9865,88,53,283,16,7.69,6.41,0.15,1.15
2017/8/10 8:00,7.69,6.41,0.15,1.15,32,303,63,9865,88,53,283,16,7.7,6.4,0.18,0.59
2017/8/10 12:00,7.7,6.4,0.18,0.59,32,303,63,9865,88,53,283,16,7.87,6.68,0.16,1.25
2017/8/10 16:00,7.87,6.68,0.16,1.25,32,303,63,9865,88,53,283,16,7.87,6.65,0.16,1
2017/8/10 20:00,7.87,6.65,0.16,1,32,303,63,9865,88,53,283,16,7.73,6.39,0.18,1.11
2017/8/11 0:00,7.73,6.39,0.18,1.11,41,291,39,9862,87,51,278,17,7.65,6.36,0.18,1.05
2017/8/11 4:00,7.65,6.36,0.18,1.05,41,291,39,9862,87,51,278,17,7.63,6.62,0.19,0.74
2017/8/11 8:00,7.63,6.62,0.19,0.74,41,291,39,9862,87,51,278,17,7.64,6.76,0.22,0.96
2017/8/11 12:00,7.64,6.76,0.22,0.96,41,291,39,9862,87,51,278,17,7.83,7.04,0.16,2.12
2017/8/11 16:00,7.83,7.04,0.16,2.12,41,291,39,9862,87,51,278,17,7.84,7.11,0.17,1.19
2017/8/11 20:00,7.84,7.11,0.17,1.19,41,291,39,9862,87,51,278,17,7.75,6.87,0.19,1.59
2017/8/12 0:00,7.75,6.87,0.19,1.59,44,294,0,9867,86,76,291,25,7.66,6.71,0.19,1.29
2017/8/12 4:00,7.66,6.71,0.19,1.29,44,294,0,9867,86,76,291,25,7.63,6.7,0.15,1.43
2017/8/12 8:00,7.63,6.7,0.15,1.43,44,294,0,9867,86,76,291,25,7.65,6.87,0.17,1.94
2017/8/12 12:00,7.65,6.87,0.17,1.94,44,294,0,9867,86,76,291,25,7.74,7.07,0.13,1.06
2017/8/12 16:00,7.74,7.07,0.13,1.06,44,294,0,9867,86,76,291,25,7.77,6.96,0.16,0.95
2017/8/12 20:00,7.77,6.96,0.16,0.95,44,294,0,9867,86,76,291,25,7.68,6.81,0.19,0.72
2017/8/13 0:00,7.68,6.81,0.19,0.72,45,314,0,9879,84,91,292,24,7.58,6.44,0.15,3.86
2017/8/13 4:00,7.58,6.44,0.15,3.86,45,314,0,9879,84,91,292,24,7.53,6.3,0.15,0.83
2017/8/13 8:00,7.53,6.3,0.15,0.83,45,314,0,9879,84,91,292,24,7.54,6.38,0.18,0.83
2017/8/13 12:00,7.54,6.38,0.18,0.83,45,314,0,9879,84,91,292,24,7.65,6.69,0.14,1.01
2017/8/13 16:00,7.65,6.69,0.14,1.01,45,314,0,9879,84,91,292,24,7.74,6.82,0.19,1.84
2017/8/13 20:00,7.74,6.82,0.19,1.84,45,314,0,9879,84,91,292,24,7.65,6.69,0.19,1.98
2017/8/14 0:00,7.65,6.69,0.19,1.98,43,326,0,9885,85,76,292,37,7.56,6.65,0.15,1.17
2017/8/14 4:00,7.56,6.65,0.15,1.17,43,326,0,9885,85,76,292,37,7.52,6.69,0.19,0.81
2017/8/14 8:00,7.52,6.69,0.19,0.81,43,326,0,9885,85,76,292,37,7.5,6.91,0.16,1.21
2017/8/14 12:00,7.5,6.91,0.16,1.21,43,326,0,9885,85,76,292,37,7.67,7.1,0.14,1.53
2017/8/14 16:00,7.67,7.1,0.14,1.53,43,326,0,9885,85,76,292,37,7.67,7.1,0.15,0.91
2017/8/14 20:00,7.67,7.1,0.15,0.91,43,326,0,9885,85,76,292,37,7.53,7.18,0.14,1.09
2017/8/15 0:00,7.53,7.18,0.14,1.09,49,302,0,9888,87,28,280,31,7.41,7.17,0.17,0.99
2017/8/15 4:00,7.41,7.17,0.17,0.99,49,302,0,9888,87,28,280,31,7.37,7.11,0.15,1
2017/8/15 8:00,7.37,7.11,0.15,1,49,302,0,9888,87,28,280,31,7.31,7,0.19,0.72
2017/8/15 12:00,7.31,7,0.19,0.72,49,302,0,9888,87,28,280,31,7.42,7.08,0.14,1.32
2017/8/15 16:00,7.42,7.08,0.14,1.32,49,302,0,9888,87,28,280,31,7.5,7.17,0.15,1.75
2017/8/15 20:00,7.5,7.17,0.15,1.75,49,302,0,9888,87,28,280,31,7.42,7.03,0.19,0.93
2017/8/16 0:00,7.42,7.03,0.19,0.93,27,265,180,9890,93,0,254,26,7.33,7.09,0.18,1.32
2017/8/16 4:00,7.33,7.09,0.18,1.32,27,265,180,9890,93,0,254,26,7.32,7.21,0.15,0.49
2017/8/16 8:00,7.32,7.21,0.15,0.49,27,265,180,9890,93,0,254,26,7.32,7.18,0.14,0.53
2017/8/16 12:00,7.32,7.18,0.14,0.53,27,265,180,9890,93,0,254,26,7.36,7.16,0.2,0.38
2017/8/16 16:00,7.36,7.16,0.2,0.38,27,265,180,9890,93,0,254,26,7.42,7.13,0.15,1.28
2017/8/16 20:00,7.42,7.13,0.15,1.28,27,265,180,9890,93,0,254,26,7.42,6.89,0.19,1.88
2017/8/17 0:00,7.42,6.89,0.19,1.88,19,268,12,9895,95,3,256,22,7.37,6.75,0.17,0.92
2017/8/17 4:00,7.37,6.75,0.17,0.92,19,268,12,9895,95,3,256,22,7.37,6.75,0.17,0.92
2017/8/17 8:00,7.37,6.75,0.17,0.92,19,268,12,9895,95,3,256,22,7.36,6.95,0.13,1.23
2017/8/17 12:00,7.36,6.95,0.13,1.23,19,268,12,9895,95,3,256,22,7.46,7.2,0.1,0.87
2017/8/17 16:00,7.46,7.2,0.1,0.87,19,268,12,9895,95,3,256,22,7.51,6.99,0.11,4.33
